id,title,description,link,image_link,availability,price,brand,mpn,identifier_exists,condition,google_product_category,product_type
THK-MDV-053,Внутренний блок MDV INTEGRA PRO MDSAI2-09HRFN8-M (настенный (внутр. блок)),"Внутренний блок настенного типа MDV INTEGRA PRO для мульти-сплит-системы (Full DC Inverter, R32). Матовый белый корпус, ИИ AI Ecomaster, 3D DC-Inverter ERP, мягкое охлаждение Cascade wind, ионизатор Air Magic, фото- и противопылевый фильтры, режимы TURBO+ и Follow me, функция GEAR, Wi-Fi-управление.",https://tehnoholod369.kz/katalog,https://mdv-aircond.ru/upload/iblock/fb9/o5yfd00vo5dzptiayjlsaieqj4ffxkf0.png,in_stock,62500.00 KZT,MDV,MDSAI2-09HRFN8,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Мульти-сплит настенные
THK-MDV-054,Внутренний блок MDV INTEGRA PRO MDSAI2-12HRFN8-M (настенный (внутр. блок)),"Внутренний блок настенного типа MDV INTEGRA PRO для мульти-сплит-системы (Full DC Inverter, R32). Матовый белый корпус, ИИ AI Ecomaster, 3D DC-Inverter ERP, мягкое охлаждение Cascade wind, ионизатор Air Magic, фото- и противопылевый фильтры, режимы TURBO+ и Follow me, функция GEAR, Wi-Fi-управление.",https://tehnoholod369.kz/katalog,https://mdv-aircond.ru/upload/iblock/fb9/o5yfd00vo5dzptiayjlsaieqj4ffxkf0.png,in_stock,81250.00 KZT,MDV,MDSAI2-12HRFN8,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Мульти-сплит настенные
THK-MDV-055,Внутренний блок MDV INTEGRA PRO MDSAI2-18HRFN8-M (настенный (внутр. блок)),"Внутренний блок настенного типа MDV INTEGRA PRO для мульти-сплит-системы (Full DC Inverter, R32). Матовый белый корпус, ИИ AI Ecomaster, 3D DC-Inverter ERP, мягкое охлаждение Cascade wind, ионизатор Air Magic, фото- и противопылевый фильтры, режимы TURBO+ и Follow me, функция GEAR, Wi-Fi-управление.",https://tehnoholod369.kz/katalog,https://mdv-aircond.ru/upload/iblock/fb9/o5yfd00vo5dzptiayjlsaieqj4ffxkf0.png,in_stock,112500.00 KZT,MDV,MDSAI2-18HRFN8,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Мульти-сплит настенные
THK-MDV-056,Внутренний блок MDV INTEGRA PRO MDSAI2-24HRFN8-M (настенный (внутр. блок)),"Внутренний блок настенного типа MDV INTEGRA PRO для мульти-сплит-системы (Full DC Inverter, R32). Матовый белый корпус, ИИ AI Ecomaster, 3D DC-Inverter ERP, мягкое охлаждение Cascade wind, ионизатор Air Magic, фото- и противопылевый фильтры, режимы TURBO+ и Follow me, функция GEAR, Wi-Fi-управление.",https://tehnoholod369.kz/katalog,https://mdv-aircond.ru/upload/iblock/fb9/o5yfd00vo5dzptiayjlsaieqj4ffxkf0.png,in_stock,140000.00 KZT,MDV,MDSAI2-24HRFN8,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Мульти-сплит настенные
THK-MDV-057,Внутренний блок MDV INTEGRA PRO BLACK MDSBI2-07HRFN8-M (настенный (внутр. блок)),"Внутренний блок настенного типа MDV INTEGRA PRO BLACK для мульти-сплит-системы (Full DC Inverter, R32). Матовый чёрный корпус, ИИ AI Ecomaster, 3D DC-Inverter ERP, мягкое охлаждение Cascade wind, ионизатор Air Magic, фильтры, режимы TURBO+ и Follow me, функция GEAR, Wi-Fi-управление.",https://tehnoholod369.kz/katalog,https://mdv-aircond.ru/upload/iblock/57f/4ivi79dnbxw1jut1mtktfv11sve78b9e.png,in_stock,78750.00 KZT,MDV,MDSBI2-07HRFN8,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Мульти-сплит настенные
THK-MDV-058,Внутренний блок MDV INTEGRA PRO BLACK MDSBI2-09HRFN8-M (настенный (внутр. блок)),"Внутренний блок настенного типа MDV INTEGRA PRO BLACK для мульти-сплит-системы (Full DC Inverter, R32). Матовый чёрный корпус, ИИ AI Ecomaster, 3D DC-Inverter ERP, мягкое охлаждение Cascade wind, ионизатор Air Magic, фильтры, режимы TURBO+ и Follow me, функция GEAR, Wi-Fi-управление.",https://tehnoholod369.kz/katalog,https://mdv-aircond.ru/upload/iblock/57f/4ivi79dnbxw1jut1mtktfv11sve78b9e.png,in_stock,85000.00 KZT,MDV,MDSBI2-09HRFN8,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Мульти-сплит настенные
THK-MDV-059,Внутренний блок MDV INTEGRA PRO BLACK MDSBI2-12HRFN8-M (настенный (внутр. блок)),"Внутренний блок настенного типа MDV INTEGRA PRO BLACK для мульти-сплит-системы (Full DC Inverter, R32). Матовый чёрный корпус, ИИ AI Ecomaster, 3D DC-Inverter ERP, мягкое охлаждение Cascade wind, ионизатор Air Magic, фильтры, режимы TURBO+ и Follow me, функция GEAR, Wi-Fi-управление.",https://tehnoholod369.kz/katalog,https://mdv-aircond.ru/upload/iblock/57f/4ivi79dnbxw1jut1mtktfv11sve78b9e.png,in_stock,97500.00 KZT,MDV,MDSBI2-12HRFN8,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Мульти-сплит настенные
THK-MDV-060,Внутренний блок MDV INTEGRA PRO BLACK MDSBI2-18HRFN8-M (настенный (внутр. блок)),"Внутренний блок настенного типа MDV INTEGRA PRO BLACK для мульти-сплит-системы (Full DC Inverter, R32). Матовый чёрный корпус, ИИ AI Ecomaster, 3D DC-Inverter ERP, мягкое охлаждение Cascade wind, ионизатор Air Magic, фильтры, режимы TURBO+ и Follow me, функция GEAR, Wi-Fi-управление.",https://tehnoholod369.kz/katalog,https://mdv-aircond.ru/upload/iblock/57f/4ivi79dnbxw1jut1mtktfv11sve78b9e.png,in_stock,125000.00 KZT,MDV,MDSBI2-18HRFN8,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Мульти-сплит настенные
THK-MDV-061,Внутренний блок MDV INTEGRA PRO BLACK MDSBI2-24HRFN8-M (настенный (внутр. блок)),"Внутренний блок настенного типа MDV INTEGRA PRO BLACK для мульти-сплит-системы (Full DC Inverter, R32). Матовый чёрный корпус, ИИ AI Ecomaster, 3D DC-Inverter ERP, мягкое охлаждение Cascade wind, ионизатор Air Magic, фильтры, режимы TURBO+ и Follow me, функция GEAR, Wi-Fi-управление.",https://tehnoholod369.kz/katalog,https://mdv-aircond.ru/upload/iblock/57f/4ivi79dnbxw1jut1mtktfv11sve78b9e.png,in_stock,152500.00 KZT,MDV,MDSBI2-24HRFN8,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Мульти-сплит настенные
THK-MDV-062,Внутренний блок MDV Канальный средненапорный MDT2II-07HWFN8 (канальный),"Внутренний блок канального типа (средненапорный) MDV для мульти-сплит-системы (Full DC Inverter, R32). 3D DC-Inverter ERP, приток свежего воздуха, встроенная дренажная помпа (отвод конденсата до 1000 мм), проводной пульт в комплекте, Wi-Fi-управление, автоматическая оттайка и перезапуск.",https://tehnoholod369.kz/katalog,https://mdv-aircond.ru/upload/iblock/3f9/3f91c150a0c36f630d5ac6bec28c6207.png,in_stock,183750.00 KZT,MDV,MDT2II-07HWFN8,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Мульти-сплит канальные
THK-MDV-063,Внутренний блок MDV Канальный средненапорный MDT2II-09HWFN8 (канальный),"Внутренний блок канального типа (средненапорный) MDV для мульти-сплит-системы (Full DC Inverter, R32). 3D DC-Inverter ERP, приток свежего воздуха, встроенная дренажная помпа (отвод конденсата до 1000 мм), проводной пульт в комплекте, Wi-Fi-управление, автоматическая оттайка и перезапуск.",https://tehnoholod369.kz/katalog,https://mdv-aircond.ru/upload/iblock/3f9/3f91c150a0c36f630d5ac6bec28c6207.png,in_stock,188750.00 KZT,MDV,MDT2II-09HWFN8,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Мульти-сплит канальные
THK-MDV-064,Внутренний блок MDV Канальный средненапорный MDT2II-12HWFN8 (канальный),"Внутренний блок канального типа (средненапорный) MDV для мульти-сплит-системы (Full DC Inverter, R32). 3D DC-Inverter ERP, приток свежего воздуха, встроенная дренажная помпа (отвод конденсата до 1000 мм), проводной пульт в комплекте, Wi-Fi-управление, автоматическая оттайка и перезапуск.",https://tehnoholod369.kz/katalog,https://mdv-aircond.ru/upload/iblock/3f9/3f91c150a0c36f630d5ac6bec28c6207.png,in_stock,206250.00 KZT,MDV,MDT2II-12HWFN8,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Мульти-сплит канальные
THK-MDV-065,Внутренний блок MDV Канальный средненапорный MDT2II-18HWFN8 (канальный),"Внутренний блок канального типа (средненапорный) MDV для мульти-сплит-системы (Full DC Inverter, R32). 3D DC-Inverter ERP, приток свежего воздуха, встроенная дренажная помпа (отвод конденсата до 1000 мм), проводной пульт в комплекте, Wi-Fi-управление, автоматическая оттайка и перезапуск.",https://tehnoholod369.kz/katalog,https://mdv-aircond.ru/upload/iblock/3f9/3f91c150a0c36f630d5ac6bec28c6207.png,in_stock,235000.00 KZT,MDV,MDT2II-18HWFN8,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Мульти-сплит канальные
THK-MDV-066,Внутренний блок MDV Канальный средненапорный MDT2II-24HWFN8 (канальный),"Внутренний блок канального типа (средненапорный) MDV для мульти-сплит-системы (Full DC Inverter, R32). 3D DC-Inverter ERP, приток свежего воздуха, встроенная дренажная помпа (отвод конденсата до 1000 мм), проводной пульт в комплекте, Wi-Fi-управление, автоматическая оттайка и перезапуск.",https://tehnoholod369.kz/katalog,https://mdv-aircond.ru/upload/iblock/3f9/3f91c150a0c36f630d5ac6bec28c6207.png,in_stock,258750.00 KZT,MDV,MDT2II-24HWFN8,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Мульти-сплит канальные
THK-MDV-067,Внутренний блок MDV Кассетный 4-поточный MDCAC4I-07HRFN8 (кассетный),"Внутренний блок кассетного типа (компактный, 4-поточный) MDV для мульти-сплит-системы (Full DC Inverter, R32). Толщина корпуса 245 мм, 3D DC-Inverter ERP, приток свежего воздуха, встроенная дренажная помпа (отвод конденсата до 1000 мм), Wi-Fi-управление (опция). Декоративная панель приобретается отдельно.",https://tehnoholod369.kz/katalog,https://mdv-aircond.ru/upload/iblock/048/hvsa631wy0b2xk43mxt286a0dbvyd5gt.png,in_stock,166250.00 KZT,MDV,MDCAC4I-07HRFN8,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Мульти-сплит кассетные
THK-MDV-068,Внутренний блок MDV Кассетный 4-поточный MDCAC4I-09HRFN8 (кассетный),"Внутренний блок кассетного типа (компактный, 4-поточный) MDV для мульти-сплит-системы (Full DC Inverter, R32). Толщина корпуса 245 мм, 3D DC-Inverter ERP, приток свежего воздуха, встроенная дренажная помпа (отвод конденсата до 1000 мм), Wi-Fi-управление (опция). Декоративная панель приобретается отдельно.",https://tehnoholod369.kz/katalog,https://mdv-aircond.ru/upload/iblock/048/hvsa631wy0b2xk43mxt286a0dbvyd5gt.png,in_stock,172500.00 KZT,MDV,MDCAC4I-09HRFN8,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Мульти-сплит кассетные
THK-MDV-069,Внутренний блок MDV Кассетный 4-поточный MDCAC4I-12HRFN8 (кассетный),"Внутренний блок кассетного типа (компактный, 4-поточный) MDV для мульти-сплит-системы (Full DC Inverter, R32). Толщина корпуса 245 мм, 3D DC-Inverter ERP, приток свежего воздуха, встроенная дренажная помпа (отвод конденсата до 1000 мм), Wi-Fi-управление (опция). Декоративная панель приобретается отдельно.",https://tehnoholod369.kz/katalog,https://mdv-aircond.ru/upload/iblock/048/hvsa631wy0b2xk43mxt286a0dbvyd5gt.png,in_stock,177500.00 KZT,MDV,MDCAC4I-12HRFN8,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Мульти-сплит кассетные
THK-MDV-070,Внутренний блок MDV Кассетный 4-поточный MDCAC4I-18HRFN8 (кассетный),"Внутренний блок кассетного типа (компактный, 4-поточный) MDV для мульти-сплит-системы (Full DC Inverter, R32). Толщина корпуса 245 мм, 3D DC-Inverter ERP, приток свежего воздуха, встроенная дренажная помпа (отвод конденсата до 1000 мм), Wi-Fi-управление (опция). Декоративная панель приобретается отдельно.",https://tehnoholod369.kz/katalog,https://mdv-aircond.ru/upload/iblock/048/hvsa631wy0b2xk43mxt286a0dbvyd5gt.png,in_stock,193750.00 KZT,MDV,MDCAC4I-18HRFN8,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Мульти-сплит кассетные
THK-MDV-071,Декоративная панель MDV T-MBQ4-03BD,Декоративная панель MDV для кассетного внутреннего блока мульти-сплит-системы. Подбирается в соответствии с типоразмером внутреннего блока.,https://tehnoholod369.kz/katalog,,in_stock,33750.00 KZT,MDV,T-MBQ4-03BD,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Комплектующие
THK-MDV-072,Внутренний блок MDV Кассетный однопоточный MDCA2I-09HRFN8 (кассетный),"Внутренний блок кассетного типа (однопоточный) MDV для мульти-сплит-системы (Full DC Inverter, R32). Толщина корпуса 130 мм, 3D DC-Inverter ERP, приток свежего воздуха, встроенная дренажная помпа (отвод конденсата до 1200 мм), Wi-Fi-управление, автоматическая оттайка и перезапуск. Декоративная панель приобретается отдельно.",https://tehnoholod369.kz/katalog,https://mdv-aircond.ru/upload/iblock/70e/12rq4j7owp23k24l6dwp4qg2h7ppv3w5.png,in_stock,275000.00 KZT,MDV,MDCA2I-09HRFN8,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Мульти-сплит кассетные
THK-MDV-073,Внутренний блок MDV Кассетный однопоточный MDCA2I-12HRFN8 (кассетный),"Внутренний блок кассетного типа (однопоточный) MDV для мульти-сплит-системы (Full DC Inverter, R32). Толщина корпуса 130 мм, 3D DC-Inverter ERP, приток свежего воздуха, встроенная дренажная помпа (отвод конденсата до 1200 мм), Wi-Fi-управление, автоматическая оттайка и перезапуск. Декоративная панель приобретается отдельно.",https://tehnoholod369.kz/katalog,https://mdv-aircond.ru/upload/iblock/70e/12rq4j7owp23k24l6dwp4qg2h7ppv3w5.png,in_stock,281250.00 KZT,MDV,MDCA2I-12HRFN8,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Мульти-сплит кассетные
THK-MDV-074,Внутренний блок MDV Кассетный однопоточный MDCA2I-18HRFN8 (кассетный),"Внутренний блок кассетного типа (однопоточный) MDV для мульти-сплит-системы (Full DC Inverter, R32). Толщина корпуса 130 мм, 3D DC-Inverter ERP, приток свежего воздуха, встроенная дренажная помпа (отвод конденсата до 1200 мм), Wi-Fi-управление, автоматическая оттайка и перезапуск. Декоративная панель приобретается отдельно.",https://tehnoholod369.kz/katalog,https://mdv-aircond.ru/upload/iblock/70e/12rq4j7owp23k24l6dwp4qg2h7ppv3w5.png,in_stock,312500.00 KZT,MDV,MDCA2I-18HRFN8,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Мульти-сплит кассетные
THK-MDV-075,Внутренний блок MDV Кассетный однопоточный MDCA2I-24HRFN8 (кассетный),"Внутренний блок кассетного типа (однопоточный) MDV для мульти-сплит-системы (Full DC Inverter, R32). Толщина корпуса 130 мм, 3D DC-Inverter ERP, приток свежего воздуха, встроенная дренажная помпа (отвод конденсата до 1200 мм), Wi-Fi-управление, автоматическая оттайка и перезапуск. Декоративная панель приобретается отдельно.",https://tehnoholod369.kz/katalog,https://mdv-aircond.ru/upload/iblock/70e/12rq4j7owp23k24l6dwp4qg2h7ppv3w5.png,in_stock,332500.00 KZT,MDV,MDCA2I-24HRFN8,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Мульти-сплит кассетные
THK-MDV-076,Декоративная панель MDV T-MBQ1-UTA-A-TED,Декоративная панель MDV для кассетного внутреннего блока мульти-сплит-системы. Подбирается в соответствии с типоразмером внутреннего блока.,https://tehnoholod369.kz/katalog,,in_stock,60000.00 KZT,MDV,T-MBQ1-UTA-A-TED,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Комплектующие
THK-MDV-077,Декоративная панель MDV T-MBQ1-UTB-A-TED,Декоративная панель MDV для кассетного внутреннего блока мульти-сплит-системы. Подбирается в соответствии с типоразмером внутреннего блока.,https://tehnoholod369.kz/katalog,,in_stock,63750.00 KZT,MDV,T-MBQ1-UTB-A-TED,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Комплектующие
THK-MDV-078,Внутренний блок MDV Консольный MDFFI-12HRFN8 (консольный),"Внутренний блок консольного типа MDV для мульти-сплит-системы (Full DC Inverter, R32). Нестандартный дизайн, 3D DC-Inverter ERP, самодиагностика, режим Follow me, запоминание положения жалюзи, Wi-Fi-управление, 3D Airflow, автоматическая оттайка и перезапуск. ИК-пульт в комплекте, проводной пульт опционально.",https://tehnoholod369.kz/katalog,https://mdv-aircond.ru/upload/iblock/5c7/43nbjxcu5svxe70mja4pqp9hif4l6c30.png,in_stock,152500.00 KZT,MDV,MDFFI-12HRFN8,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Мульти-сплит консольные
THK-MDV-079,Внутренний блок MDV Консольный MDFFI-18HRFN8 (консольный),"Внутренний блок консольного типа MDV для мульти-сплит-системы (Full DC Inverter, R32). Нестандартный дизайн, 3D DC-Inverter ERP, самодиагностика, режим Follow me, запоминание положения жалюзи, Wi-Fi-управление, 3D Airflow, автоматическая оттайка и перезапуск. ИК-пульт в комплекте, проводной пульт опционально.",https://tehnoholod369.kz/katalog,https://mdv-aircond.ru/upload/iblock/5c7/43nbjxcu5svxe70mja4pqp9hif4l6c30.png,in_stock,158750.00 KZT,MDV,MDFFI-18HRFN8,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Мульти-сплит консольные
THK-MDV-080,Wi-Fi модуль MDV WF-60A1,Wi-Fi-модуль MDV WF-60A1 для дистанционного управления кондиционером со смартфона (приложение). Совместим с поддерживаемыми сериями MDV.,https://tehnoholod369.kz/katalog,,in_stock,25000.00 KZT,MDV,WF-60A1,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Комплектующие
THK-MDV-081,Wi-Fi модуль MDV EU-OSK105,Wi-Fi-модуль MDV EU-OSK105 для дистанционного управления кондиционером со смартфона (приложение). Совместим с поддерживаемыми сериями MDV.,https://tehnoholod369.kz/katalog,,in_stock,12500.00 KZT,MDV,EU-OSK105,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Комплектующие
